State,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid
Massachusetts,2004,1,97.64828,11.2,2049.46206,541.18782,229.60146,356.63571,2256.88937,11387.05347,2004_1_Massachusetts
Massachusetts,2003,12,114.69558,11.98,1783.04485,515.2222,213.61309,293.75,1335.477,13007.669,2003_12_Massachusetts
Massachusetts,2003,11,115.31932,12.01,1450.65031,443.24821,174.24804,378.613,888.519,14242.64,2003_11_Massachusetts
Massachusetts,2003,10,108.79939,12,1409.29567,478.35644,169.05952,363.89,701.494,18511.393,2003_10_Massachusetts
Massachusetts,2003,9,101.1257,12.64,1501.56815,528.13102,189.75211,347.022,444.761,16909.274,2003_9_Massachusetts
Massachusetts,2003,8,104.60782,12.11,1994.52161,619.0886,241.51151,432.916,902.835,19177.113,2003_8_Massachusetts
Massachusetts,2003,7,100.33455,11.89,1892.52077,589.43398,225.00489,401.265,865.506,19957.754,2003_7_Massachusetts
Massachusetts,2003,6,104.41832,12.05,1391.50754,483.72535,167.71602,244.532,926.434,15307.424,2003_6_Massachusetts
Massachusetts,2003,5,106.5786,11.56,1368.475,435.63817,158.24128,356.614,439.22,11504.226,2003_5_Massachusetts
Massachusetts,2003,4,106.6222,10.75,1452.07174,404.38059,156.07913,369.61,1007.454,13234.962,2003_4_Massachusetts
Massachusetts,2003,3,102.11269,11.05,1712.89099,463.39743,189.34533,377.879,1205.659,9871.406,2003_3_Massachusetts
Massachusetts,2003,2,87.62853,10.83,1706.85226,434.84392,184.84365,387.802,1565.595,8908.762,2003_2_Massachusetts
Massachusetts,2003,1,100.88195,10.5,1927.3921,466.45609,202.47044,435.888,1665.709,8619.324,2003_1_Massachusetts
Massachusetts,2002,12,103.7378,10.78,1812.47145,474.2815,195.39111,453.182,1281.429,11339.319,2002_12_Massachusetts
Massachusetts,2002,11,102.18512,11.04,1425.2297,415.3945,157.32963,551.194,779.112,9628.049,2002_11_Massachusetts
Massachusetts,2002,10,109.76989,10.87,1366.24132,431.86113,148.56086,424.201,1047.257,11693.362,2002_10_Massachusetts
Massachusetts,2002,9,110.56363,10.68,1607.84327,476.35079,171.64997,340.582,902.333,13386.006,2002_9_Massachusetts
Massachusetts,2002,8,108.89957,10.56,1993.2549,546.15881,210.40829,386.019,910.122,14504.518,2002_8_Massachusetts
Massachusetts,2002,7,109.02689,10.75,1815.38006,534.87673,195.18214,411.645,932.501,13253.769,2002_7_Massachusetts
Massachusetts,2002,6,105.62516,10.92,1364.73476,431.52433,149.07657,348.048,624.468,10846.188,2002_6_Massachusetts
Massachusetts,2002,5,110.39965,10.66,1305.67607,386.11054,139.14046,268.193,749.467,10458.873,2002_5_Massachusetts
Massachusetts,2002,4,99.60434,11.4,1304.84068,396.99399,148.71916,340.642,622.478,6925.001,2002_4_Massachusetts
Massachusetts,2002,3,109.83695,11.1,1478.56792,420.79533,164.09296,336.935,1000.44,9702.319,2002_3_Massachusetts
Massachusetts,2002,2,93.03116,10.9,1542.40093,413.87072,168.1448,359.226,997.956,6633.417,2002_2_Massachusetts
Massachusetts,2002,1,109.4639,11.65,1678.02495,475.30261,195.51104,382.963,766.375,10481.526,2002_1_Massachusetts
Massachusetts,2001,12,111.94308,11.96,1564.78666,484.00221,187.12274,398.533,1027.753,9281.333,2001_12_Massachusetts
Massachusetts,2001,11,114.21328,12.74,1310.85989,446.81865,167.03479,354.488,1049.878,8427.599,2001_11_Massachusetts
Massachusetts,2001,10,115.75496,12.85,1315.1991,503.61301,168.95145,401.66,553.721,10561.805,2001_10_Massachusetts
Massachusetts,2001,9,102.51724,12.97,1414.14672,545.95965,183.40708,224.301,758.856,11686.099,2001_9_Massachusetts
Massachusetts,2001,8,112.50603,12.62,1786.00872,526.2766,225.39979,400.426,1378.407,11433.491,2001_8_Massachusetts
Massachusetts,2001,7,110.50566,13.24,1596.44067,615.84023,211.29484,380.321,991.726,8715.901,2001_7_Massachusetts
Massachusetts,2001,6,112.59316,12.57,1468.43349,550.00986,184.53119,339.013,1118.165,8389.067,2001_6_Massachusetts
Massachusetts,2001,5,109.17854,12.47,1251.54851,469.15502,156.07481,258.716,1029.386,6845.591,2001_5_Massachusetts
Massachusetts,2001,4,106.48106,12.49,1340.54361,453.05578,167.43977,371.046,618.936,4552.98,2001_4_Massachusetts
