Category,Resource,State,Year,Month,Value(thousand Mcf),state_year_month
Total consumption , natural gas , Georgia ,2004,4,4874.88024, Georgia 20044
Total consumption , natural gas , Georgia ,2004,3,2151.69466, Georgia 20043
Total consumption , natural gas , Georgia ,2004,2,1704.27899, Georgia 20042
Total consumption , natural gas , Georgia ,2004,1,1274.25796, Georgia 20041
Total consumption , natural gas , Georgia ,2003,12,443.313, Georgia 200312
Total consumption , natural gas , Georgia ,2003,11,205.801, Georgia 200311
Total consumption , natural gas , Georgia ,2003,10,589.829, Georgia 200310
Total consumption , natural gas , Georgia ,2003,9,2628.559, Georgia 20039
Total consumption , natural gas , Georgia ,2003,8,8336.854, Georgia 20038
Total consumption , natural gas , Georgia ,2003,7,5906.337, Georgia 20037
Total consumption , natural gas , Georgia ,2003,6,2999.714, Georgia 20036
Total consumption , natural gas , Georgia ,2003,5,2448.474, Georgia 20035
Total consumption , natural gas , Georgia ,2003,4,3973.073, Georgia 20034
Total consumption , natural gas , Georgia ,2003,3,866.914, Georgia 20033
Total consumption , natural gas , Georgia ,2003,2,638.213, Georgia 20032
Total consumption , natural gas , Georgia ,2003,1,3221.357, Georgia 20031
Total consumption , natural gas , Georgia ,2002,12,1354.343, Georgia 200212
Total consumption , natural gas , Georgia ,2002,11,849.106, Georgia 200211
Total consumption , natural gas , Georgia ,2002,10,4206.351, Georgia 200210
Total consumption , natural gas , Georgia ,2002,9,7887.099, Georgia 20029
Total consumption , natural gas , Georgia ,2002,8,11905.851, Georgia 20028
Total consumption , natural gas , Georgia ,2002,7,12902.116, Georgia 20027
Total consumption , natural gas , Georgia ,2002,6,7735.966, Georgia 20026
Total consumption , natural gas , Georgia ,2002,5,3377.011, Georgia 20025
Total consumption , natural gas , Georgia ,2002,4,3429.736, Georgia 20024
Total consumption , natural gas , Georgia ,2002,3,862.924, Georgia 20023
Total consumption , natural gas , Georgia ,2002,2,886.587, Georgia 20022
Total consumption , natural gas , Georgia ,2002,1,1190.748, Georgia 20021
Total consumption , natural gas , Georgia ,2001,12,354.422, Georgia 200112
Total consumption , natural gas , Georgia ,2001,11,338.051, Georgia 200111
Total consumption , natural gas , Georgia ,2001,10,1787.822, Georgia 200110
Total consumption , natural gas , Georgia ,2001,9,4275.618, Georgia 20019
Total consumption , natural gas , Georgia ,2001,8,9153.518, Georgia 20018
Total consumption , natural gas , Georgia ,2001,7,7680.513, Georgia 20017
Total consumption , natural gas , Georgia ,2001,6,4291.21, Georgia 20016
Total consumption , natural gas , Georgia ,2001,5,2634.96, Georgia 20015
Total consumption , natural gas , Georgia ,2001,4,2688.569, Georgia 20014
Total consumption , natural gas , Georgia ,2001,3,506.244, Georgia 20013
Total consumption , natural gas , Georgia ,2001,2,553.929, Georgia 20012
Total consumption , natural gas , Georgia ,2001,1,400.964, Georgia 20011
Total consumption , natural gas , Idaho ,2017,7,3242.817, Idaho 20177
Total consumption , natural gas , Idaho ,2017,6,1756.274, Idaho 20176
Total consumption , natural gas , Idaho ,2017,5,1310.181, Idaho 20175
Total consumption , natural gas , Idaho ,2017,4,1440.931, Idaho 20174
Total consumption , natural gas , Idaho ,2017,3,1735.402, Idaho 20173
Total consumption , natural gas , Idaho ,2017,2,1535.695, Idaho 20172
Total consumption , natural gas , Idaho ,2017,1,2409.741, Idaho 20171
Total consumption , natural gas , Idaho ,2016,12,1765.861, Idaho 201612
Total consumption , natural gas , Idaho ,2016,11,834.286, Idaho 201611
Total consumption , natural gas , Idaho ,2016,10,1366.386, Idaho 201610
Total consumption , natural gas , Idaho ,2016,9,2671.262, Idaho 20169
Total consumption , natural gas , Idaho ,2016,8,3698.101, Idaho 20168
Total consumption , natural gas , Idaho ,2016,7,2548.833, Idaho 20167
Total consumption , natural gas , Idaho ,2016,6,2005.613, Idaho 20166
Total consumption , natural gas , Idaho ,2016,5,1407.361, Idaho 20165
Total consumption , natural gas , Idaho ,2016,4,628.187, Idaho 20164
Total consumption , natural gas , Idaho ,2016,3,1760.005, Idaho 20163
Total consumption , natural gas , Idaho ,2016,2,2412.143, Idaho 20162
Total consumption , natural gas , Idaho ,2016,1,2873.142, Idaho 20161
Total consumption , natural gas , Idaho ,2015,12,2857.182, Idaho 201512
Total consumption , natural gas , Idaho ,2015,11,2236.226, Idaho 201511
Total consumption , natural gas , Idaho ,2015,10,2510.185, Idaho 201510
Total consumption , natural gas , Idaho ,2015,9,2899.931, Idaho 20159
Total consumption , natural gas , Idaho ,2015,8,3628.512, Idaho 20158
Total consumption , natural gas , Idaho ,2015,7,3182.209, Idaho 20157
Total consumption , natural gas , Idaho ,2015,6,3473.824, Idaho 20156
Total consumption , natural gas , Idaho ,2015,5,2081.485, Idaho 20155
Total consumption , natural gas , Idaho ,2015,4,1276.097, Idaho 20154
Total consumption , natural gas , Idaho ,2015,3,842.184, Idaho 20153
Total consumption , natural gas , Idaho ,2015,2,413.835, Idaho 20152
Total consumption , natural gas , Idaho ,2015,1,2308.652, Idaho 20151
Total consumption , natural gas , Idaho ,2014,12,1154.683, Idaho 201412
Total consumption , natural gas , Idaho ,2014,11,1501.849, Idaho 201411
Total consumption , natural gas , Idaho ,2014,10,1219.396, Idaho 201410
Total consumption , natural gas , Idaho ,2014,9,2401.324, Idaho 20149
Total consumption , natural gas , Idaho ,2014,8,2803.909, Idaho 20148
Total consumption , natural gas , Idaho ,2014,7,2136.03, Idaho 20147
Total consumption , natural gas , Idaho ,2014,6,594.507, Idaho 20146
Total consumption , natural gas , Idaho ,2014,5,998.14, Idaho 20145
Total consumption , natural gas , Idaho ,2014,4,245.511, Idaho 20144
Total consumption , natural gas , Idaho ,2014,3,403.759, Idaho 20143
Total consumption , natural gas , Idaho ,2014,2,2196.171, Idaho 20142
Total consumption , natural gas , Idaho ,2014,1,2715.18, Idaho 20141
Total consumption , natural gas , Idaho ,2013,12,3248.832, Idaho 201312
Total consumption , natural gas , Idaho ,2013,11,2172.82, Idaho 201311
Total consumption , natural gas , Idaho ,2013,10,1567.636, Idaho 201310
Total consumption , natural gas , Idaho ,2013,9,2834.934, Idaho 20139
Total consumption , natural gas , Idaho ,2013,8,3245.544, Idaho 20138
Total consumption , natural gas , Idaho ,2013,7,2924.959, Idaho 20137
Total consumption , natural gas , Idaho ,2013,6,1638.417, Idaho 20136
Total consumption , natural gas , Idaho ,2013,5,1123.973, Idaho 20135
Total consumption , natural gas , Idaho ,2013,4,748.653, Idaho 20134
Total consumption , natural gas , Idaho ,2013,3,1634.893, Idaho 20133
Total consumption , natural gas , Idaho ,2013,2,1239.738, Idaho 20132
Total consumption , natural gas , Idaho ,2013,1,2479.708, Idaho 20131
Total consumption , natural gas , Idaho ,2012,12,628.916, Idaho 201212
Total consumption , natural gas , Idaho ,2012,11,987.532, Idaho 201211
Total consumption , natural gas , Idaho ,2012,10,1528.71, Idaho 201210
Total consumption , natural gas , Idaho ,2012,9,1633.913, Idaho 20129
Total consumption , natural gas , Idaho ,2012,8,2459.284, Idaho 20128
Total consumption , natural gas , Idaho ,2012,7,1715.921, Idaho 20127
Total consumption , natural gas , Idaho ,2012,6,349.182, Idaho 20126
Total consumption , natural gas , Idaho ,2012,5,196.747, Idaho 20125
Total consumption , natural gas , Idaho ,2012,4,529.789, Idaho 20124
Total consumption , natural gas , Idaho ,2012,3,871.635, Idaho 20123
Total consumption , natural gas , Idaho ,2012,2,1356.106, Idaho 20122
Total consumption , natural gas , Idaho ,2012,1,1340.964, Idaho 20121
Total consumption , natural gas , Idaho ,2011,12,1780.481, Idaho 201112
Total consumption , natural gas , Idaho ,2011,11,1425.96, Idaho 201111
Total consumption , natural gas , Idaho ,2011,10,533.404, Idaho 201110
Total consumption , natural gas , Idaho ,2011,9,1210.878, Idaho 20119
Total consumption , natural gas , Idaho ,2011,8,970.346, Idaho 20118
Total consumption , natural gas , Idaho ,2011,7,474.825, Idaho 20117
Total consumption , natural gas , Idaho ,2011,6,173.049, Idaho 20116
Total consumption , natural gas , Idaho ,2011,5,142.288, Idaho 20115
Total consumption , natural gas , Idaho ,2011,4,486.935, Idaho 20114
Total consumption , natural gas , Idaho ,2011,3,61.841, Idaho 20113
Total consumption , natural gas , Idaho ,2011,2,472.254, Idaho 20112
Total consumption , natural gas , Idaho ,2011,1,566.969, Idaho 20111
Total consumption , natural gas , Idaho ,2010,12,893.991, Idaho 201012
Total consumption , natural gas , Idaho ,2010,11,962.851, Idaho 201011
Total consumption , natural gas , Idaho ,2010,10,1440.368, Idaho 201010
Total consumption , natural gas , Idaho ,2010,9,1454.031, Idaho 20109
Total consumption , natural gas , Idaho ,2010,8,1587.89, Idaho 20108
Total consumption , natural gas , Idaho ,2010,7,784.495, Idaho 20107
Total consumption , natural gas , Idaho ,2010,6,20.641, Idaho 20106
Total consumption , natural gas , Idaho ,2010,5,196.126, Idaho 20105
Total consumption , natural gas , Idaho ,2010,4,1251.799, Idaho 20104
Total consumption , natural gas , Idaho ,2010,3,1453.986, Idaho 20103
Total consumption , natural gas , Idaho ,2010,2,1352.063, Idaho 20102
Total consumption , natural gas , Idaho ,2010,1,976.364, Idaho 20101
Total consumption , natural gas , Idaho ,2009,12,1688.856, Idaho 200912
Total consumption , natural gas , Idaho ,2009,11,944.145, Idaho 200911
Total consumption , natural gas , Idaho ,2009,10,1406.877, Idaho 200910
Total consumption , natural gas , Idaho ,2009,9,1654.312, Idaho 20099
Total consumption , natural gas , Idaho ,2009,8,2131.828, Idaho 20098
Total consumption , natural gas , Idaho ,2009,7,1329.314, Idaho 20097
Total consumption , natural gas , Idaho ,2009,6,106.443, Idaho 20096
Total consumption , natural gas , Idaho ,2009,5,412.324, Idaho 20095
Total consumption , natural gas , Idaho ,2009,4,270.57, Idaho 20094
Total consumption , natural gas , Idaho ,2009,3,613.473, Idaho 20093
Total consumption , natural gas , Idaho ,2009,2,1098.012, Idaho 20092
Total consumption , natural gas , Idaho ,2009,1,918.762, Idaho 20091
Total consumption , natural gas , Idaho ,2008,12,1343.577, Idaho 200812
Total consumption , natural gas , Idaho ,2008,11,811.214, Idaho 200811
Total consumption , natural gas , Idaho ,2008,10,989.821, Idaho 200810
Total consumption , natural gas , Idaho ,2008,9,1224.347, Idaho 20089
Total consumption , natural gas , Idaho ,2008,8,1359.165, Idaho 20088
Total consumption , natural gas , Idaho ,2008,7,637.759, Idaho 20087
Total consumption , natural gas , Idaho ,2008,6,32.818, Idaho 20086
Total consumption , natural gas , Idaho ,2008,5,286.031, Idaho 20085
Total consumption , natural gas , Idaho ,2008,4,1476.721, Idaho 20084
Total consumption , natural gas , Idaho ,2008,3,1343.563, Idaho 20083
Total consumption , natural gas , Idaho ,2008,2,1363.879, Idaho 20082
Total consumption , natural gas , Idaho ,2008,1,1660.749, Idaho 20081
Total consumption , natural gas , Idaho ,2007,12,1612.153, Idaho 200712
Total consumption , natural gas , Idaho ,2007,11,1529.364, Idaho 200711
Total consumption , natural gas , Idaho ,2007,10,1715.509, Idaho 200710
Total consumption , natural gas , Idaho ,2007,9,1643.448, Idaho 20079
Total consumption , natural gas , Idaho ,2007,8,1465.938, Idaho 20078
Total consumption , natural gas , Idaho ,2007,7,969.876, Idaho 20077
Total consumption , natural gas , Idaho ,2007,6,656.23, Idaho 20076
Total consumption , natural gas , Idaho ,2007,5,231.821, Idaho 20075
Total consumption , natural gas , Idaho ,2007,4,369.175, Idaho 20074
Total consumption , natural gas , Idaho ,2007,3,295.509, Idaho 20073
Total consumption , natural gas , Idaho ,2007,2,1111.088, Idaho 20072
Total consumption , natural gas , Idaho ,2007,1,903.746, Idaho 20071
Total consumption , natural gas , Idaho ,2006,12,1328.70048, Idaho 200612
Total consumption , natural gas , Idaho ,2006,11,876.50006, Idaho 200611
Total consumption , natural gas , Idaho ,2006,10,1360.29217, Idaho 200610
Total consumption , natural gas , Idaho ,2006,9,1266.54741, Idaho 20069
Total consumption , natural gas , Idaho ,2006,8,1239.4797, Idaho 20068
Total consumption , natural gas , Idaho ,2006,7,1243.8065, Idaho 20067
Total consumption , natural gas , Idaho ,2006,6,445.02292, Idaho 20066
Total consumption , natural gas , Idaho ,2006,5,398.9023, Idaho 20065
Total consumption , natural gas , Idaho ,2006,4,159.86568, Idaho 20064
Total consumption , natural gas , Idaho ,2006,3,494.10698, Idaho 20063
Total consumption , natural gas , Idaho ,2006,2,542.74932, Idaho 20062
Total consumption , natural gas , Idaho ,2006,1,255.34253, Idaho 20061
Total consumption , natural gas , Idaho ,2005,12,1056.22421, Idaho 200512
Total consumption , natural gas , Idaho ,2005,11,1140.6301, Idaho 200511
Total consumption , natural gas , Idaho ,2005,10,1129.77823, Idaho 200510
Total consumption , natural gas , Idaho ,2005,9,1126.67668, Idaho 20059
Total consumption , natural gas , Idaho ,2005,8,1274.63754, Idaho 20058
